id,query,hits,time,user_id,ip
3606,rich's favorite things,94,2021-12-01 18:40:23,3,
3607,rj grunts,21,2021-12-01 18:46:35,0,
3608,giftcard balance,11,2021-12-01 18:47:30,0,
3609,60056,0,2021-12-01 18:52:35,0,
3610,60056,0,2021-12-01 18:53:18,0,
3611,rotisserie ema,24,2021-12-01 19:30:00,0,
3612,fall cocktails,61,2021-12-01 19:42:46,3,
3613,christmas eve,22,2021-12-01 20:07:43,0,
3614,sushi,22,2021-12-01 20:35:15,0,
3615,grunts,21,2021-12-01 20:46:35,0,
3616,las vegas,58,2021-12-01 21:33:20,0,
3617,toledo,0,2021-12-01 21:36:14,0,
3618,toledo,0,2021-12-01 21:37:16,0,
3619,milkstop cafe,29,2021-12-01 21:43:42,0,
3620,new year's eve,91,2021-12-01 21:53:54,3,
3621,wildfire,57,2021-12-01 21:55:07,0,
3622,60448,0,2021-12-01 21:56:07,0,
3623,bar,77,2021-12-01 21:57:11,0,
3624,bar,77,2021-12-01 21:57:14,0,
3625,bar,77,2021-12-01 21:57:17,0,
3626,bar,77,2021-12-01 21:57:20,0,
3627,bar,77,2021-12-01 21:57:22,0,
3628,joes,8,2021-12-01 21:59:01,0,
3629,bar,77,2021-12-01 21:59:26,0,
3630,bar,77,2021-12-01 22:00:21,0,
3631,osteria,28,2021-12-01 22:00:30,0,
3632,las vegas,58,2021-12-01 22:06:22,0,
3633,noodles,12,2021-12-01 22:12:34,0,
3634,wildfire,57,2021-12-01 22:22:45,0,
3635,oswego,0,2021-12-01 22:26:55,0,
3636,oswego,0,2021-12-01 22:27:16,0,
3637,oswego,0,2021-12-01 22:27:17,0,
3638,oswego,0,2021-12-01 22:27:18,0,
3639,oswego,0,2021-12-01 22:27:19,0,
3640,oswego,0,2021-12-01 22:27:20,0,
3641,naperville,0,2021-12-01 22:28:33,0,
3642,naperville,0,2021-12-01 22:28:50,0,
3643,chicago,146,2021-12-01 22:30:57,0,
3644,chicago,146,2021-12-01 22:30:59,0,
3645,cafe ba ba reeba,35,2021-12-01 22:33:47,0,
3646,30083,0,2021-12-01 23:10:38,0,
3647,30083,0,2021-12-01 23:11:04,0,
3648,sarku,0,2021-12-01 23:12:45,0,
3649,sarku,0,2021-12-01 23:12:46,0,
3650,sarku,0,2021-12-01 23:12:50,0,
3651,sarku,0,2021-12-01 23:15:37,0,
3652,sarku,0,2021-12-01 23:16:06,0,
3653,bao,15,2021-12-01 23:25:27,0,
3654,bao,15,2021-12-01 23:34:08,0,
3655,l wood,7,2021-12-01 23:39:54,0,
3656,italian,55,2021-12-02 0:05:39,0,
3657,italian,55,2021-12-02 0:07:04,0,
3658,aba,41,2021-12-02 0:12:43,0,
3659,aba,41,2021-12-02 0:12:45,0,
3660,steak,57,2021-12-02 0:16:31,0,
3661,steak,57,2021-12-02 0:16:34,0,
3662,steak,57,2021-12-02 0:17:12,0,
3663,pot stickers,28,2021-12-02 0:39:20,0,
3664,wow bao,16,2021-12-02 0:39:54,0,
3665,60614,0,2021-12-02 0:49:29,0,
3666,dessert,31,2021-12-02 0:54:26,0,
3667,dessert,31,2021-12-02 0:56:32,0,
3668,dessert,31,2021-12-02 0:57:15,0,
3669,steak,57,2021-12-02 1:01:02,0,
3670,steak,57,2021-12-02 1:01:04,0,
3671,aba,41,2021-12-02 1:04:24,0,
3672,ribs,18,2021-12-02 1:11:28,0,
3673,italian,55,2021-12-02 1:19:39,0,
3674,greek food,80,2021-12-02 1:21:34,0,
3675,/index/thinkapp/invokefunction,1,2021-12-02 1:53:40,0,
3676,joes,8,2021-12-02 1:54:35,0,
3677,mozzarala sticks,5,2021-12-02 2:09:51,0,
3678,gibson,0,2021-12-02 2:21:56,0,
3679,zias,0,2021-12-02 2:27:34,0,
3680,mon ami gabi,44,2021-12-02 2:31:32,0,
3681,mon ami gabi,44,2021-12-02 2:31:34,0,
3682,chama gaucha brazilian steakhouse,6,2021-12-02 2:56:32,0,
3683,60061,0,2021-12-02 3:13:45,0,
3684,60061,0,2021-12-02 3:14:03,0,
3685,regions117,0,2021-12-02 3:19:42,0,
3686,regions117,0,2021-12-02 3:19:54,0,
3687,venues in newport ri,2,2021-12-02 3:58:33,0,
3688,las vegas,58,2021-12-02 3:58:43,0,
3689,steaks,14,2021-12-02 4:21:50,0,
3690,steaks,14,2021-12-02 4:22:49,0,
3691,60070,0,2021-12-02 4:39:27,0,
3692,sushi,22,2021-12-02 4:50:27,0,
3693,wildfire,57,2021-12-02 4:58:09,0,
3694,greek,13,2021-12-02 4:59:08,0,
3695,indian,2,2021-12-02 14:02:42,0,
3696,"big bowl in schaumburg, ill",87,2021-12-02 14:07:51,0,
3697,60614,0,2021-12-02 14:34:07,0,
3698,"big bowl in schaumburg, ill",87,2021-12-02 14:43:23,0,
3699,joe,50,2021-12-02 14:55:56,0,
3700,chicago,146,2021-12-02 15:21:47,0,
3701,beterix,0,2021-12-02 15:40:32,0,
3702,italian,55,2021-12-02 15:54:31,0,
3703,list of restaurants,93,2021-12-02 15:55:31,0,
3704,chicago,146,2021-12-02 16:37:22,0,
3705,beterix,0,2021-12-02 16:39:55,0,
3706,mediterranean,26,2021-12-02 16:56:41,0,
3707,mediterranean,26,2021-12-02 16:58:15,0,
3708,christmas eve twin,32,2021-12-02 16:59:35,6,
3709,60564,0,2021-12-02 17:04:37,0,
3710,seafood,66,2021-12-02 17:17:47,0,
3711,stk,0,2021-12-02 17:29:00,0,
3712,wildfire,57,2021-12-02 18:03:19,0,
3713,wildfire,57,2021-12-02 18:03:21,0,
3714,san francisco,27,2021-12-02 18:10:02,0,
3715,wow,15,2021-12-02 18:16:56,0,
